ID,SIZE,PREDICTED,ACTUAL
25,126,0.15151694196829962,NO
25,22,4.238689058248065E-6,NO
25,75,2.4933552083696946E-6,NO
25,131,0.6129029170552154,NO
25,223,3.532245872570698E-6,NO
25,40,1.228612920584918E-6,NO
25,391,2.119272665621159E-5,NO
25,46,1.5995137478206626E-6,NO
25,26,4.46177596530523E-6,NO
25,66,1.842917116645596E-6,NO
25,95,6.521030322791001E-6,NO
25,33,8.15138092544258E-7,NO
25,103,0.2826094969204855,NO
25,219,4.986685549582615E-6,NO
25,329,1.6954325048319828E-5,NO
25,59,0.24444540731167885,NO
25,376,0.24000176329763787,NO
25,33,8.15138092544258E-7,NO
25,36,1.0730926315021366E-6,NO
25,44,1.5995137478206626E-6,NO
25,70,1.842917116645596E-6,NO
25,69,0.61445759751601,NO
25,31,1.5995137478206626E-6,NO
25,27,1.1940041885666935E-6,NO
25,33,8.15138092544258E-7,NO
25,27,1.1940041885666935E-6,NO
25,27,1.1940041885666935E-6,NO
25,40,1.228612920584918E-6,NO
25,60,0.33333405789855797,NO
25,69,0.61445759751601,NO
25,85,0.26000081383243867,NO
25,85,0.26000081383243867,NO
25,87,1.842917116645596E-6,NO
25,53,0.20339068287818657,NO
25,125,0.17021395563604091,NO
25,151,4.036848351754818E-6,NO
25,242,0.4347830894548671,NO
25,47,1.2466807126026953E-6,NO
25,72,0.14606808998653134,NO
25,51,1.842917116645596E-6,NO
25,51,1.842917116645596E-6,NO
25,110,0.20588381962071078,NO
25,87,1.842917116645596E-6,NO
25,80,2.17369567391087E-6,NO
25,76,2.4221168332275673E-6,NO
25,41,1.6302735272924092E-6,NO
25,63,1.6622395686155872E-6,NO
25,55,2.2308979364194086E-6,NO
25,106,0.2571434453726557,NO
25,72,0.14606808998653134,NO
25,86,0.5102040463247787,NO
25,55,2.2308979364194086E-6,NO
25,135,5.65156944083372E-6,NO
25,63,1.6622395686155872E-6,NO
25,412,4.46177596530523E-6,NO
25,533,8.47730625116563E-6,NO
25,71,0.9066657473363913,NO
25,50,0.14736905040236584,NO
25,39,1.4616250347135946E-6,NO
25,106,0.2571434453726557,NO
25,37,0.30630660216686345,NO
25,92,0.20000254321343497,NO
25,79,0.5172413541098764,NO
25,321,9.419211423619615E-6,NO
25,631,6.055248083513982E-6,NO
25,140,0.516128988150745,NO
25,258,0.9999959631516483,NO
25,384,0.871793255457063,NO
25,74,0.2162175166225994,NO
25,79,0.5172413541098764,NO
25,187,0.20833539381009233,NO
25,143,8.47730625116563E-6,NO
25,186,5.298350093780797E-6,NO
25,138,3.68582064796727E-6,NO
25,36,1.0730926315021366E-6,NO
25,37,0.30630660216686345,NO
25,86,0.5102040463247787,NO
25,120,0.46031756711296506,NO
25,139,1.9714922224631822E-6,NO
25,875,0.9999858713159456,YES
25,33,8.15138092544258E-7,NO
25,43,1.6302735272924092E-6,NO
25,99,2.4221168332275673E-6,NO
25,288,7.0644418384503446E-6,NO
25,130,0.1600023058507572,NO
25,146,0.42105286641065837,NO
25,204,3.3909569958833785E-6,NO
25,150,4.238689058248065E-6,NO
25,38,7.245673246221019E-7,NO
25,43,1.6302735272924092E-6,NO
25,47,1.2466807126026953E-6,NO
25,32,4.709650072999576E-6,NO
25,93,1.4616250347135946E-6,NO
25,93,1.4616250347135946E-6,NO
25,282,0.43750033114863535,NO
25,251,2.0676621770828593E-6,NO
25,251,2.0676621770828593E-6,NO
25,130,0.1600023058507572,YES
25,53,0.20339068287818657,NO
25,125,0.17021395563604091,YES
25,50,0.14736905040236584,NO
25,106,0.2571434453726557,NO
25,34,8.739623881546634E-7,NO
25,66,1.842917116645596E-6,NO
25,40,1.228612920584918E-6,NO
25,140,0.516128988150745,NO
25,84,2.825800690625689E-6,NO
25,39,1.4616250347135946E-6,NO
25,34,8.739623881546634E-7,NO
25,38,7.245673246221019E-7,NO
25,149,3.3909569958833785E-6,NO
25,761,0.5833327446256878,YES
25,46,1.5995137478206626E-6,NO
25,204,3.3909569958833785E-6,NO
25,153,5.298350093780797E-6,NO
25,57,1.3042196723278495E-6,NO
25,320,2.8256569652444195E-5,NO
25,1595,0.9999915226937488,YES
25,241,0.4347830894548671,YES
25,432,8.476012883539584E-5,NO
25,443,2.8256569652444195E-5,YES
25,40,1.228612920584918E-6,NO
25,135,5.65156944083372E-6,NO
25,112,0.2162175166225994,NO
25,86,0.5102040463247787,NO
25,798,0.7777725448825424,YES
25,422,0.999992293346075,NO
25,177,4.036848351754818E-6,NO
25,157,0.5,NO
25,355,0.3333356881472795,NO
25,205,2.119272665621159E-5,NO
25,68,0.05479555457490913,NO
25,277,6.055248083513982E-6,NO
25,479,2.119272665621159E-5,NO
25,101,2.6491890832216256E-6,NO
25,29,2.17369567391087E-6,NO
25,68,0.05479555457490913,NO
25,79,0.5172413541098764,YES
25,70,1.842917116645596E-6,NO
25,79,0.5172413541098764,NO
25,186,5.298350093780797E-6,NO
25,123,0.36842163970998326,NO
25,134,0.3478272087280233,NO
25,2942,1.6954325048319828E-5,YES
25,663,0.9999894034121013,YES
25,47,1.2466807126026953E-6,NO
25,81,0.15151604674402533,NO
25,69,8.476012883539584E-5,NO
25,118,0.9999788072733438,YES
25,57,0.9999858713159456,NO
25,31,8.476012883539584E-5,NO
25,60,0.9999858713159456,NO
25,46,8.476012883539584E-5,NO
25,26,8.476012883539584E-5,NO
25,105,8.476012883539584E-5,NO
25,159,8.476012883539584E-5,NO
25,80,8.476012883539584E-5,NO
25,96,8.476012883539584E-5,YES
25,104,8.476012883539584E-5,NO
25,96,8.476012883539584E-5,NO
25,84,8.476012883539584E-5,NO
25,80,8.476012883539584E-5,NO
25,70,8.476012883539584E-5,NO
25,130,8.476012883539584E-5,NO
25,25,8.476012883539584E-5,NO
25,161,8.476012883539584E-5,YES
25,87,8.476012883539584E-5,NO
25,83,8.476012883539584E-5,NO
25,79,8.476012883539584E-5,NO
25,211,8.476012883539584E-5,NO
25,93,8.476012883539584E-5,NO
25,49,4.986685549582615E-6,NO
25,69,8.476012883539584E-5,NO
25,90,0.8428563124150743,NO
25,144,4.986685549582615E-6,NO
25,72,0.14606808998653134,NO
25,346,1.6954325048319828E-5,NO
25,101,2.6491890832216256E-6,NO
25,629,0.9999878896504952,NO
25,115,0.40625049672295305,NO
25,89,6.521030322791001E-6,NO
25,123,0.36842163970998326,NO
25,293,3.027642374882679E-6,NO
25,120,0.46031756711296506,NO
25,63,1.6622395686155872E-6,NO
25,52,1.059658789869662E-5,NO
25,67,3.853356658985643E-6,NO
25,202,9.419211423619615E-6,NO
25,226,2.8256569652444195E-5,YES
25,29,2.17369567391087E-6,NO
25,223,3.532245872570698E-6,NO
25,120,0.46031756711296506,NO
25,36,1.0730926315021366E-6,NO
25,82,0.19444516397939984,NO
25,51,1.842917116645596E-6,NO
25,173,0.905404476541575,NO
25,98,2.568911038610733E-6,NO
25,158,0.23809735263485093,YES
25,184,0.7272692242482159,YES
25,1415,0.9999943484305591,YES
25,61,0.22580795125766384,NO
25,47,1.2466807126026953E-6,NO
25,192,0.5192307065279412,YES
25,27,1.1940041885666935E-6,NO
25,189,0.6428562778164644,NO
25,482,0.9999971741993094,NO
25,104,6.055248083513982E-6,NO
25,799,8.476012883539584E-5,YES
25,976,2.8256569652444195E-5,NO
25,475,0.9999984301067841,YES
25,558,0.9999943484305591,YES
25,49,4.986685549582615E-6,NO
25,970,0.9999987155411811,YES
25,192,0.5192307065279412,YES
