@relation /BOOKKEEPER_TRAINING-SET2.arff

@attribute SIZE numeric
@attribute LOC_ADDED numeric
@attribute LOC_ADDED_AVG numeric
@attribute LOC_ADDED_MAX numeric
@attribute LOC_REMOVED numeric
@attribute LOC_REMOVED_AVG numeric
@attribute LOC_REMOVED_MAX numeric
@attribute CHURN numeric
@attribute CHURN_AVG numeric
@attribute CHURN_MAX numeric
@attribute LOC_TOUCHED numeric
@attribute LOC_TOUCHED_AVG numeric
@attribute LOC_TOUCHED_MAX numeric
@attribute NUMBER_OF_REVISIONS numeric
@attribute NUMBER_OF_DEFECT_FIXES numeric
@attribute NUMBER_OF_AUTHORS numeric
@attribute IS_BUGGY {'YES', 'NO'}

@data
143,5,5.0,5,0,0.0,0,5,5.0,5,5,5.0,5,1,0,1,NO
43,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
42,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
56,3,3.0,3,3,3.0,3,6,6.0,6,0,0.0,0,1,0,1,NO
162,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
6523,6504,6504.0,6504,6348,6348.0,6348,12852,12852.0,12852,156,156.0,156,1,0,1,NO
153,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
43,1,1.0,1,1,1.0,1,2,2.0,2,0,0.0,0,1,0,1,NO
41,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
400,407,135.66667,407,7,2.3333333,7,414,138.0,414,400,133.33333,400,3,0,2,NO
425,428,214.0,428,3,1.5,3,431,215.5,431,425,212.5,425,2,0,1,NO
1041,1057,528.5,1057,16,8.0,16,1073,536.5,1073,1041,520.5,1041,2,0,1,NO
92,92,92.0,92,0,0.0,0,92,92.0,92,92,92.0,92,1,0,1,NO
355,357,178.5,357,2,1.0,2,359,179.5,359,359,179.5,359,2,0,1,NO
105,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
105,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
92,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
101,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
45,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
299,12,6.0,12,2,1.0,2,14,7.0,14,10,5.0,10,2,0,1,NO
32,1,1.0,1,1,1.0,1,2,2.0,2,0,0.0,0,1,0,1,NO
111,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
35,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
85,4,4.0,4,0,0.0,0,4,4.0,4,4,4.0,4,1,0,1,NO
27,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
28,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
36,7,3.5,7,0,0.0,0,7,3.5,7,7,3.5,7,2,0,1,NO
574,11,5.5,11,3,1.5,3,14,7.0,14,8,4.0,8,2,0,1,NO
67,3,3.0,3,0,0.0,0,3,3.0,3,3,3.0,3,1,0,1,NO
29,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
72,8,8.0,8,0,0.0,0,8,8.0,8,8,8.0,8,1,0,1,NO
37,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
51,52,26.0,52,1,0.5,1,53,26.5,53,51,25.5,51,2,0,1,NO
31,31,31.0,31,0,0.0,0,31,31.0,31,31,31.0,31,1,0,1,NO
77,9,9.0,9,0,0.0,0,9,9.0,9,9,9.0,9,1,0,1,NO
168,14,14.0,14,0,0.0,0,14,14.0,14,14,14.0,14,1,0,1,NO
81,10,10.0,10,1,1.0,1,11,11.0,11,9,9.0,9,1,0,1,NO
37,37,37.0,37,0,0.0,0,37,37.0,37,37,37.0,37,1,0,1,NO
27,27,27.0,27,0,0.0,0,27,27.0,27,27,27.0,27,1,0,1,NO
48,48,48.0,48,0,0.0,0,48,48.0,48,48,48.0,48,1,0,1,NO
436,79,26.333334,79,28,9.333333,28,107,35.666668,107,67,22.333334,67,3,0,1,NO
77,77,77.0,77,0,0.0,0,77,77.0,77,77,77.0,77,1,0,1,NO
63,63,63.0,63,0,0.0,0,63,63.0,63,63,63.0,63,1,0,1,NO
76,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
191,193,96.5,193,2,1.0,2,195,97.5,195,191,95.5,191,2,0,1,NO
160,1,1.0,1,0,0.0,0,1,1.0,1,1,1.0,1,1,0,1,NO
906,207,69.0,207,38,12.666667,38,245,81.666664,245,169,56.333332,169,3,0,1,NO
74,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
94,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
22,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
481,62,31.0,62,8,4.0,8,70,35.0,70,54,27.0,54,2,0,1,NO
62,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
58,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
94,3,3.0,3,0,0.0,0,3,3.0,3,3,3.0,3,1,0,1,NO
27,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
77,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
744,43,14.333333,43,3,1.0,3,46,15.333333,46,40,13.333333,40,3,0,1,NO
64,64,64.0,64,0,0.0,0,64,64.0,64,64,64.0,64,1,0,1,NO
45,45,45.0,45,0,0.0,0,45,45.0,45,45,45.0,45,1,0,1,NO
63,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
37,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
64,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
124,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
172,21,10.5,21,9,4.5,9,30,15.0,30,12,6.0,12,2,0,1,NO
36,2,2.0,2,2,2.0,2,4,4.0,4,0,0.0,0,1,0,1,NO
58,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
62,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
132,4,4.0,4,2,2.0,2,6,6.0,6,2,2.0,2,1,0,1,NO
74,1,1.0,1,1,1.0,1,2,2.0,2,0,0.0,0,1,0,1,NO
83,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
74,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
48,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
60,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
86,18,18.0,18,2,2.0,2,20,20.0,20,16,16.0,16,1,0,1,NO
355,253,84.333336,253,81,27.0,81,334,111.333336,334,186,62.0,186,3,0,1,NO
53,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
612,185,46.25,185,25,6.25,25,210,52.5,210,160,40.0,160,4,0,1,NO
39,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
78,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
85,24,24.0,24,3,3.0,3,27,27.0,27,21,21.0,21,1,0,1,NO
31,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
57,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
108,4,4.0,4,0,0.0,0,4,4.0,4,4,4.0,4,1,0,1,NO
32,1,1.0,1,1,1.0,1,2,2.0,2,0,0.0,0,1,0,1,NO
227,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
201,4,4.0,4,0,0.0,0,4,4.0,4,4,4.0,4,1,0,1,NO
80,5,5.0,5,0,0.0,0,5,5.0,5,5,5.0,5,1,0,1,NO
28,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
57,5,5.0,5,0,0.0,0,5,5.0,5,5,5.0,5,1,0,1,NO
446,18,9.0,18,1,0.5,1,19,9.5,19,17,8.5,17,2,0,1,NO
103,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
35,1,1.0,1,1,1.0,1,2,2.0,2,0,0.0,0,1,0,1,NO
98,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
79,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
